screen_name,created_at,location,source,hashtags,text
DavidJHoey,2020-04-10 22:29:29,Glasgow/Cambridge       he/him,Twitter Web App,,"By now, everyone is all too familiar with COVID-19, but do you understand how it actually affects your body? I made this poster to try to summarize the main events that occur following infection. I hope you learn something! 
#sciart #scicomm #coronavirus #covid19 https://t.co/j3Kr47pNY1"
mcn_canada,2020-04-10 22:29:24,"Edmonton, Alberta",Twitter for Android,,"More and more Canadians are avoiding public spaces.

If your friends or family members are still going to parks and playgrounds, they are risking lives. Tell them to stop. 

#StayHomeSaveLives. https://t.co/C8P9hxFZUv #COVID19 #FlattenTheCurve https://t.co/fLefEwxXdD"
aoifstokes,2020-04-10 22:29:17,,Twitter for iPhone,COVID,156 residents of Irish nursing homes have died from #COVID-19 in 41 days. That's 54% of all COVID deaths so far. First time we got that figure. #COVIDー19 #COVID19 #COVIDー19 #coronavirus
sidnificantdata,2020-04-10 22:29:16,"Manchester, UK",Twitter for iPhone,,"By now, everyone is all too familiar with COVID-19, but do you understand how it actually affects your body? I made this poster to try to summarize the main events that occur following infection. I hope you learn something! 
#sciart #scicomm #coronavirus #covid19 https://t.co/j3Kr47pNY1"
TercoRec,2020-04-10 22:29:15,,Twitter Web App,"USACOVID19, usaCoronavirus, USA, US, Covid_19, COVID19, COVID, CoronavirusPandemic, CoronaVirusUpdate, CoronaOutbreak, coronavirus","USA: the most powerful country in the world.

#USACOVID19 #usaCoronavirus #USA #US 
#Covid_19 #COVID19 #COVID #CoronavirusPandemic #CoronaVirusUpdate #CoronaOutbreak #coronavirus https://t.co/S17IpnUovb"
F101Genomes,2020-04-10 22:29:11,"Bruxelles, Belgique",Twitter for iPhone,,65+ centers and studies have signed on to be part of the COVID-19 Host Genetics Initiative and answer the question: Why do some people have worse #COVID19 symptoms than others? @dalygene talks about the initiative's origin stories and goals. #coronavirus https://t.co/Q0hYYL27O3
mamtaaa_,2020-04-10 22:29:09,London,Twitter for iPhone,COVID19,"Albert Chambers, a 99-year-old war veteran, has thanked NHS nurses who cared for him while he had #COVID19, which he has now recovered from.

Read more about the UK #coronavirus outbreak: https://t.co/TZBDK9XaMG https://t.co/KfMkS4DdCn"
DrValerieMorris,2020-04-10 22:29:04,"Dublin City, Ireland",Twitter for iPhone,,"Oh brilliant! Department of Health revised press release from NPHET. Much clearer now. Reference to ""7,054 confirmed cases"" now gone. Clearly states ""there are now 8,089 confirmed cases of #COVID-19 in Ireland. Explains German Lab results. #COVIDー19 #coronavirus #COVID19"
BarbieSnow6,2020-04-10 22:29:03,"Farragut, TN",Twitter Web App,COVID19,"COVID-19/Coronavirus Real Time Updates With Credible Sources in US and Canada | 1Point3Acres
https://t.co/S9A5Jxd1kD Sadly, we are ready to cross the Rubicon.  A day in history for the United States to experience the horror of 499,479 American Citizens to have contracted #COVID19"
missthepiglet,2020-04-10 22:29:03,,Twitter for iPhone,COVID19,"Albert Chambers, a 99-year-old war veteran, has thanked NHS nurses who cared for him while he had #COVID19, which he has now recovered from.

Read more about the UK #coronavirus outbreak: https://t.co/TZBDK9XaMG https://t.co/KfMkS4DdCn"
rogerscott,2020-04-10 22:29:00,Los Angeles,Sprout Social,"covid19, coronavirus, pandemic, health, santamonica, emporers, disease","How to find calm during Covid-19 pandemic
https://t.co/hnBb1SnI8N
#covid19 #coronavirus #pandemic #health #santamonica #emporers #disease"
Inakonigaawin,2020-04-10 22:28:55,"Toronto, Ontario",Twitter for iPhone,"COVID19, IndigenousPeoples","In its #COVID19 response, @UNHumanRights notes that States should take into account #IndigenousPeoples’ distinctive concepts of health &amp; consult &amp; consider their free, prior &amp; informed consent in developing preventive measures on COVID-19👉https://t.co/t4hfy6GkRB #WeAreIndigenous https://t.co/AT12rHCway"
vikizyo,2020-04-10 22:28:55,,Twitter Web App,,"By now, everyone is all too familiar with COVID-19, but do you understand how it actually affects your body? I made this poster to try to summarize the main events that occur following infection. I hope you learn something! 
#sciart #scicomm #coronavirus #covid19 https://t.co/j3Kr47pNY1"
potchipots_,2020-04-10 22:28:49,,Twitter Web App,,"By now, everyone is all too familiar with COVID-19, but do you understand how it actually affects your body? I made this poster to try to summarize the main events that occur following infection. I hope you learn something! 
#sciart #scicomm #coronavirus #covid19 https://t.co/j3Kr47pNY1"
KKWWFC,2020-04-10 22:28:49,,Twitter for iPhone,COVID19,"Albert Chambers, a 99-year-old war veteran, has thanked NHS nurses who cared for him while he had #COVID19, which he has now recovered from.

Read more about the UK #coronavirus outbreak: https://t.co/TZBDK9XaMG https://t.co/KfMkS4DdCn"
Mad_Stitches,2020-04-10 22:28:49,,Twitter for Android,,"👨‍⚕️👩‍⚕️ Remember - always consult a qualified healthcare professional before taking antibiotics. Antibiotics don't work against viruses like #COVID19 virus.  

For more information on COVID-19 ➡️ https://t.co/C3mt4k815w 

#coronavirus

(ENDS) https://t.co/o3Gq9M1bFl"
MedicalScitech,2020-04-10 22:28:48,Italia,Twitter Web Client,"Coronavirus, COVID19","Coronavirus disease (COVID-2019) situation reports
» https://t.co/uwsG1bz8Bo
#Coronavirus disease 2019 (#COVID19)
WHO Situation report - 81
10 April 2020 https://t.co/U7bA0TztlH"
KimKIrvine,2020-04-10 22:28:46,"Land O' Lakes, FL",Twitter for Android,COVID19,"BREAKTHROUGH? Single Dose of Common Agricultural Drug Found to “Essentially Eliminate All Viral Material”of #COVID19 W/in 48 hrs

#FDA-approved #Ivermectin, drug 4 livestock,found 2b highly effective at treating #coronavirus 

https://t.co/K6GLaDR30t

#QAnon #QAnon2018 #QAnon2020 https://t.co/HBceWKSDiN"
laertelima,2020-04-10 22:28:46,Brazil - Spain - France ,LinkedIn,"covid19, quarentine, socialdistancing, quarentena, lockdown, coronavírus, coronavirusoutbreak","Social distancing works. We are all!

If you like the video message,  please share it in your timeline. 

#covid19 #quarentine #socialdistancing #quarentena #lockdown #coronavírus #coronavirusoutbreak 

[Crédits https://t.co/hJNReiS7Sr…https://t.co/f6AtNbQY5r"
APAuckland,2020-04-10 22:28:41,"Auckland, New Zealand",Twitter for iPhone,"COVID19, Alzheimers","Taking Care of Yourself and Your Loved One During #COVID19: a message to #Alzheimers caregivers https://t.co/KEuK1YJXC5 by @a_hfillit @TheADDF

#coronavirus #dementia #mentalhealth @JETAR9 @raehanbobby @ChaelMontgomery @kasthomas @JuliaGrantham2 @Havenlust @dekebridges @BirdBrayn https://t.co/EGviZ9MNJd"
sreeram08,2020-04-10 22:28:40,,Twitter for iPhone,,"By now, everyone is all too familiar with COVID-19, but do you understand how it actually affects your body? I made this poster to try to summarize the main events that occur following infection. I hope you learn something! 
#sciart #scicomm #coronavirus #covid19 https://t.co/j3Kr47pNY1"
zanamona,2020-04-10 22:28:29,"Straleel, Donegal",Twitter Web App,COVID,156 residents of Irish nursing homes have died from #COVID-19 in 41 days. That's 54% of all COVID deaths so far. First time we got that figure. #COVIDー19 #COVID19 #COVIDー19 #coronavirus
what2hell,2020-04-10 22:28:29,,Twitter for iPhone,,"👨‍⚕️👩‍⚕️ Remember - always consult a qualified healthcare professional before taking antibiotics. Antibiotics don't work against viruses like #COVID19 virus.  

For more information on COVID-19 ➡️ https://t.co/C3mt4k815w 

#coronavirus

(ENDS) https://t.co/o3Gq9M1bFl"
AllRealDeal,2020-04-10 22:28:27,"Baltimore, MD",Twitter for Android,"US, COVID19","“The #US has employed “a colorblind policy” to #COVID19. I propose policy recommendations to reduce the exposure, contraction, &amp; death from #coronavirus for Black Americans. These recommendations also apply to low-income workers &amp; [those] in rural areas.”

https://t.co/nfTuMbHldz"
OliverFochler,2020-04-10 22:28:27,London,Twitter for iPhone,"coronavirus, COVID19","The PRI's CEO @Fireynolds on #coronavirus: ""Looking ahead to the recovery from #COVID19 investors are offered a unique opportunity to re-evaluate our global financial system and to bring a wider, deeper drive towards sustainability issues"". Read more: https://t.co/9DYrsRgJkt https://t.co/sNE4rcpJAz"
madhen,2020-04-10 22:28:26,Earth,Twitter Web App,,"Coronavirus can make people nervous, but I want to reassure you all to stay calm. Don’t forget that handwashing is the most important thing you can do to protect yourself and others. For official NHS advice visit: https://t.co/zH7Ce2dRAw  #coronavirus #COVID19 @NHSuk https://t.co/Gr1SGRK5FE"
jeri_wils,2020-04-10 22:28:24,"CONUS, staying home",Twitter Web App,COVID19colorado,"New #COVID19colorado data (Change from Thurs.):

6,510 cases (+308)
1,312 hospitalized (+91)
56 counties (+0)
32,653 people tested (+1,473)
250 deaths (+24)
59 outbreaks at non-hospital health care facilities (+5)

https://t.co/dcEbKkd4E5

Updates: https://t.co/VszPd2XIrC"
KushLoveFashion,2020-04-10 22:28:17,"California, USA",Twitter for Android,,"👨‍⚕️👩‍⚕️ Remember - always consult a qualified healthcare professional before taking antibiotics. Antibiotics don't work against viruses like #COVID19 virus.  

For more information on COVID-19 ➡️ https://t.co/C3mt4k815w 

#coronavirus

(ENDS) https://t.co/o3Gq9M1bFl"
docmmsaleh,2020-04-10 22:28:15,"Abuja, Nigeria",Twitter for iPhone,"Socialdistancing, COVID19","#Socialdistancing &amp; wearing cloth face coverings are important, powerful weapons against #COVID19, because some people are getting infected w/ COVID-19, but showing no symptoms &amp; others are shedding the virus a few days before becoming symptomatic. https://t.co/1vf6UukIGm @npratc"
scdevine,2020-04-10 22:28:14,,Twitter for iPad,COVID19,"Empty hospital wards represent the success of hospitals in creating capacity for the anticipated surge of #COVID19 patients. But does this also mean that people who need hospital care are staying home? @AmolAVerma @DrFahadRazak 
#coronavirus 
https://t.co/C6zKYjVKwG"
kathie_mcnamara,2020-04-10 22:28:12,Canada,Twitter for iPhone,COVID19,"For some patients, experiencing gastrointestinal symptoms, specifically diarrhea is a key symptom of #COVID19 according to one new study — story via @healthing_ca 

https://t.co/PxNsCnmxbs"
criodanomurchu,2020-04-10 22:28:07,"Galway, Ireland",Twitter for Android,COVID,156 residents of Irish nursing homes have died from #COVID-19 in 41 days. That's 54% of all COVID deaths so far. First time we got that figure. #COVIDー19 #COVID19 #COVIDー19 #coronavirus
BijTayari,2020-04-10 22:28:04,An Iranian on Planet Earth,Twitter for iPhone,"coronavirus, lockdown","(WATCH+SHARE) In this special edition, we completely dismantle the West's increasingly shaky #coronavirus '#lockdown' narrative, and show beyond any reasonable doubt why it was never needed in the first place... #COVID19 
https://t.co/2x3T0XJ18s"
Kearneyregional,2020-04-10 22:27:58,"Kearney, NE",Twitter for iPhone,StayStrong,"Please head Dr. Cantral's advice and help stop the spread of COVID19 by practicing good hand hygiene, social distancing, and all other CDC recommendations.

We are in this together! #StayStrong

https://t.co/KiHC9krbVX https://t.co/XUSjppoygK"
tanmaymalik555,2020-04-10 22:27:52,"Bardhaman, India",Twitter for Android,COVID19,"5 cats caught from #COVID19 ward die in Kerala, organs to be examined https://t.co/lE6VrXBzDX https://t.co/tGfzzHe2pP"
blairmiller,2020-04-10 22:27:51,"Denver, CO",TweetDeck,COVID19colorado,"New #COVID19colorado data (Change from Thur):

6,510 cases (+308)
1,312 hospitalized (+91)
56 counties (+0)
32,653 people tested (+1,473)
250 deaths (+24)
59 outbreaks residential/non-hospital healthcare facilities (+5)

https://t.co/0cUwph4tOz

Updates: https://t.co/CIFzDTXnxS"
nzirayashe,2020-04-10 22:27:51,"Harare, Zimbabwe.",Twitter for Android,,"South Yorkshire Police have apologised after an officer told a family in Rotherham they were not allowed in their own garden during the #coronavirus lockdown.

For the latest updates on the UK's #COVID19 outbreak, click here: https://t.co/TZBDKaeMbg https://t.co/hrxmeVpoSx"
pyramidfire,2020-04-10 22:27:42,"Washington, DC",Twitter Web App,COVID19,"More Bad News: Every single person dead from  #COVID19 in St. Louis, MO is African American https://t.co/hYIqG7h4dU"
SerenePhysalia,2020-04-10 22:27:42,,Twitter for iPhone,,"A Brooklyn judge held a full calendar call on March 12th. When a lawyer raised concerns about the lack of social distancing in the courtroom, the judge said, “If you don’t like it, you can leave.” Two weeks later, the judge died of #COVID19 complications. https://t.co/sycScpquWp"
neric16,2020-04-10 22:27:37,,Twitter for iPhone,,"By now, everyone is all too familiar with COVID-19, but do you understand how it actually affects your body? I made this poster to try to summarize the main events that occur following infection. I hope you learn something! 
#sciart #scicomm #coronavirus #covid19 https://t.co/j3Kr47pNY1"
AscendingNode,2020-04-10 22:27:35,"Boulder/Lafayette, CO, 1 AU",Twitter for Android,,"By now, everyone is all too familiar with COVID-19, but do you understand how it actually affects your body? I made this poster to try to summarize the main events that occur following infection. I hope you learn something! 
#sciart #scicomm #coronavirus #covid19 https://t.co/j3Kr47pNY1"
GarciaCtina,2020-04-10 22:27:34,,Twitter Web App,,"Friends, if you want to share your story 👉 about how the COVID-19 pandemic is affecting your mental health, please contact us: submission@mentalhealthplatform.com
#yourstorymatters #mentalhealth #mehep4u #mentalillness #mhstigmafighter #covid19 #coronavirus"
tomwlsn31,2020-04-10 22:27:32,"Denver, CO",Tom Wilson,COVID19,Mayo Clinic is leading a national study on treating patients with #COVID19 using plasma from those who have already recovered. https://t.co/VceruTSoRP via @StarTribune #coronavirus
SnhKjl,2020-04-10 22:27:28,,Twitter Web App,COVID19,"Terrorists may use #COVID19 ""window"" to strike: UN Security Council https://t.co/NLjP3W4CUT https://t.co/DVcFATO0qP"
MitraMPouco,2020-04-10 22:27:26,"Porto, Portugal",Twitter for Android,,"By now, everyone is all too familiar with COVID-19, but do you understand how it actually affects your body? I made this poster to try to summarize the main events that occur following infection. I hope you learn something! 
#sciart #scicomm #coronavirus #covid19 https://t.co/j3Kr47pNY1"
onsisliefde,2020-04-10 22:27:23,Uruguay,Twitter for Android,"HHS, Overcount, COVID19","HUGE! MN Senator &amp; Dr Reveals #HHS Document Coached Him on How to #Overcount #COVID19 Cases — WITH COPY OF DOCUMENT (VIDEO)

https://t.co/RNrIRwf41U

#QAnon #QAnon2018 #QAnon2020
#DemocratsHateAmerica
#ChineseCoronavirus
#MSMHatesAmerica
#Coronavirus
@realDonaldTrump
@WhiteHouse https://t.co/Pj6ZfauhbX"
kurtinc,2020-04-10 22:27:17,1 million+ podcast downloads🙌,Twitter for iPhone,,"The team over at @klaviyo is steady leading the way for online retailers …

1. Take the poll 👇👇🏿

https://t.co/l0eKJKaOzM

2. Get daily updates 👇👇🏿

https://t.co/2v1KXeG3J7

3. Plan now for how to ride the “ecommerce tsunami” 👇👇🏿

https://t.co/W1rcv2eORy https://t.co/pIMKqFbxir"
mic72fis,2020-04-10 22:27:16,"Wuppertal, Nordrhein-Westfalen",Twitter Web App,,"Just Trust! by Jaques Ellul - ""Although Jaques Ellul wrote this text in the 1980's, it could have been today... in times of the #coronavirus."" https://t.co/dXfmHCAhnT #CoronaCrisis #COVID19 #Covid_19"
mcollins1922,2020-04-10 22:27:15,"Cork, Ireland",Twitter for Android,COVID,156 residents of Irish nursing homes have died from #COVID-19 in 41 days. That's 54% of all COVID deaths so far. First time we got that figure. #COVIDー19 #COVID19 #COVIDー19 #coronavirus
newschambers,2020-04-10 22:27:12,"Dublin, Ireland",Twitter for Android,,"Oh brilliant! Department of Health revised press release from NPHET. Much clearer now. Reference to ""7,054 confirmed cases"" now gone. Clearly states ""there are now 8,089 confirmed cases of #COVID-19 in Ireland. Explains German Lab results. #COVIDー19 #coronavirus #COVID19"
_louis_az,2020-04-10 22:27:09,Albi ,Twitter for Android,,"By now, everyone is all too familiar with COVID-19, but do you understand how it actually affects your body? I made this poster to try to summarize the main events that occur following infection. I hope you learn something! 
#sciart #scicomm #coronavirus #covid19 https://t.co/j3Kr47pNY1"
Cheral,2020-04-10 22:27:08,"Oakland, CA",Twitter for iPhone,,"""My father would not be afraid to point out what was wrong.""

Doctor Abdul Mabud Chowdhury, who had warned the PM that health worked needed more protective equipment, passed away after 15 days in hospital with #COVID19. 

More on his story here: https://t.co/foTizvXKLP https://t.co/KPuiWhJsxq"
zhichen89584184,2020-04-10 22:27:07,,Twitter for Android,,"By now, everyone is all too familiar with COVID-19, but do you understand how it actually affects your body? I made this poster to try to summarize the main events that occur following infection. I hope you learn something! 
#sciart #scicomm #coronavirus #covid19 https://t.co/j3Kr47pNY1"
RomainAlder,2020-04-10 22:26:59,,Twitter for iPhone,,65+ centers and studies have signed on to be part of the COVID-19 Host Genetics Initiative and answer the question: Why do some people have worse #COVID19 symptoms than others? @dalygene talks about the initiative's origin stories and goals. #coronavirus https://t.co/Q0hYYL27O3
TheCurseOfGod,2020-04-10 22:26:58,India,Twitter for Android,"COVID19, CoronaVirus, SelfExpained, ProcessToFollow, StaySafe",Explained: When is a #COVID19 patient discharged? #CoronaVirus #SelfExpained #ProcessToFollow #StaySafe https://t.co/BKXOlrtfYY
RTENewsPaulC,2020-04-10 22:26:49,#Dublin / Ex #Brussels,Twitter for iPhone,,"Oh brilliant! Department of Health revised press release from NPHET. Much clearer now. Reference to ""7,054 confirmed cases"" now gone. Clearly states ""there are now 8,089 confirmed cases of #COVID-19 in Ireland. Explains German Lab results. #COVIDー19 #coronavirus #COVID19"
CdnChick,2020-04-10 22:26:39,,Twitter for Android,,"Some fantastic new - Phil Dolby a senior cop from @WMPolice now breathing on his own after 11 days on a ventilator with Covid 19 symptoms.

👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽

https://t.co/nDkaJgevCn"
vittireport,2020-04-10 22:26:38,"Los Angeles, CA",Twitter for iPhone,"garyvitti, vittireport, coronavirus, covid19, health, athletictrainer, sportsmedicine, lakers",Check out my new post about treatment and vaccination for COVID-19 at https://t.co/PXVwaKLQCn #garyvitti #vittireport #coronavirus #covid19 #health #athletictrainer #sportsmedicine #lakers https://t.co/qa32UNcPwX
Aisha_H_Bello,2020-04-10 22:26:36,"Kano, Nigeria",Twitter for Android,,"Reminder on the Symptoms of Coronavirus

1️⃣Tiredness
2️⃣Fever
3️⃣Dry Cough
4️⃣Difficulty Breathing (in severe cases

SOURCE: World Health Organization (WHO)

#COVID19 #CoronaVirusUpdates #COVID #coronavirus #COVID__19 #coronaviruschina #Ebola #2019nCoV #COVID19Ghana #Ebola #CDC https://t.co/L8XOcn6za3"
marcuskelson,2020-04-10 22:26:34,"Canberra, ACT",Twitter for iPhone,,"By now, everyone is all too familiar with COVID-19, but do you understand how it actually affects your body? I made this poster to try to summarize the main events that occur following infection. I hope you learn something! 
#sciart #scicomm #coronavirus #covid19 https://t.co/j3Kr47pNY1"
cmpnwtr,2020-04-10 22:26:26,,Twitter Web App,"Covid19, abc13",Wow! The @NRGpark last resort #Covid19 medical shelter is up!! Dramatic difference. Take a look! #abc13 background: https://t.co/8Nc9rfhoih https://t.co/ZrEO3N5eLq
AuldViking,2020-04-10 22:26:19,"Auburn, NY",Twitter Web App,,"NY COVID-19 Field Notes: 

A total of 417, 885 persons or 2.14% of the ENTIRE New York State population has now been tested for the Coronavirus.

https://t.co/hWN0PJRdPi

New York State has tested more persons during this pandemic than California and Florida. COMBINED."
douglascouch,2020-04-10 22:26:16,"Lenexa, KS",Twitter for Android,,"A Brooklyn judge held a full calendar call on March 12th. When a lawyer raised concerns about the lack of social distancing in the courtroom, the judge said, “If you don’t like it, you can leave.” Two weeks later, the judge died of #COVID19 complications. https://t.co/sycScpquWp"
ElieFinegold,2020-04-10 22:26:07,"Dallas, TX",Twitter for iPhone,,"With Covid-19 affecting businesses all around the Globe, are you worried about yours?

Watch our ""Company Fire Sale During The Covid-19 Crisis"" webcast 

@GSCapCo 

Watch Full Video here: https://t.co/ZE1R7gFAnf

#covid19 #coronavirus #globalpandemic  #l2counsel #louislehot https://t.co/P7sQM9VDcQ"
daryelleyva,2020-04-10 22:26:04,Moscow,Twitter for Android,,"Contact me if you are a point of care  health care provider, a diagnostic lab or other USFDA approved company who needs COVID-19 IgM/IgG Rapid Test. Overnight delivery available. #covid19 #coronavirus  #rapidtest"
ramosgmi,2020-04-10 22:25:58,Madrid Quiroga Spain,Twitter for iPhone,covid19,"Problems counting #covid19 deaths.

Many deaths are missed by health systems due to lack of proper diagnosis. However, COVID19 might not always be the cause of death (i.e. the underlying cause of death) in those diagnosed of #COVID19 premortem.

https://t.co/sN3tUKJFtf"
DakotaLula,2020-04-10 22:25:56,,Twitter for Android,COVID,156 residents of Irish nursing homes have died from #COVID-19 in 41 days. That's 54% of all COVID deaths so far. First time we got that figure. #COVIDー19 #COVID19 #COVIDー19 #coronavirus
Reina_subanen,2020-04-10 22:25:53,,Twitter for Android,,"By now, everyone is all too familiar with COVID-19, but do you understand how it actually affects your body? I made this poster to try to summarize the main events that occur following infection. I hope you learn something! 
#sciart #scicomm #coronavirus #covid19 https://t.co/j3Kr47pNY1"
angiespizelles,2020-04-10 22:25:50,,Twitter for iPhone,COVID19,"Concerned about fraudulent #COVID19 testing centers? If you have symptoms &amp; need to get tested, call your state or local health department or a medical provider to find a real testing center. Learn to protect yourself from other COVID-19 frauds at https://t.co/tqo8r0HfVI. https://t.co/hp6kBPm1I1"
JimSmit09079174,2020-04-10 22:25:43,,Twitter for iPhone,,"Global Debts will make a recovery from the COVID-19 shutdown extremely difficult. The release of the coronavirus was designed to disrupt the world economy so the Globalist can institute a restart. Corporate debt could create chaos on Wall Street.

https://t.co/99LxaWt0TN"
Wuuff,2020-04-10 22:25:43,Neighbourhood Voices Young Vic,Twitter for iPad,COVID19,"Albert Chambers, a 99-year-old war veteran, has thanked NHS nurses who cared for him while he had #COVID19, which he has now recovered from.

Read more about the UK #coronavirus outbreak: https://t.co/TZBDK9XaMG https://t.co/KfMkS4DdCn"
JackieMeath,2020-04-10 22:25:41,Meath,Twitter for iPhone,COVID,156 residents of Irish nursing homes have died from #COVID-19 in 41 days. That's 54% of all COVID deaths so far. First time we got that figure. #COVIDー19 #COVID19 #COVIDー19 #coronavirus
RitaOReilly,2020-04-10 22:25:39,Ireland,Twitter for iPhone,COVID,156 residents of Irish nursing homes have died from #COVID-19 in 41 days. That's 54% of all COVID deaths so far. First time we got that figure. #COVIDー19 #COVID19 #COVIDー19 #coronavirus
bhaveshverma_9,2020-04-10 22:25:38,India,Twitter for iPhone,COVID19,"Albert Chambers, a 99-year-old war veteran, has thanked NHS nurses who cared for him while he had #COVID19, which he has now recovered from.

Read more about the UK #coronavirus outbreak: https://t.co/TZBDK9XaMG https://t.co/KfMkS4DdCn"
tschubauer,2020-04-10 22:25:37,"Lincoln, NE",Twitter for iPhone,,"By now, everyone is all too familiar with COVID-19, but do you understand how it actually affects your body? I made this poster to try to summarize the main events that occur following infection. I hope you learn something! 
#sciart #scicomm #coronavirus #covid19 https://t.co/j3Kr47pNY1"
MarieSharni,2020-04-10 22:25:36,South Australia 🇦🇺,Twitter for iPhone,,Covid19: How Your Business can Create a New Go-To-Market https://t.co/AXfeGfmRUl by @Timothy_Hughes via @DLAignite #covid_19 #coronavirus #socialselling #sales #prospecting #salestips #digitalselling #salesleader #newnormal #exitstrategy #coronavirus #salestruth #coldcalling https://t.co/qp42Vw1qbr
covid19hq1,2020-04-10 22:25:36,,COVID19HQ,,"Coronavirus Video Update 53 with Critical Care Specialist Roger Seheult, MD
Can Mechanical Ventilation Make COVID-19 Worse In Some Patients?
Should Anticoagulation Be Used?
https://t.co/Yi7l8pQkn8
#COVID19 #coronavirus #CoronavirusPandemic #SARSCoV2"
FarhanHawk,2020-04-10 22:25:35,Malaysia,Twitter for Android,,"By now, everyone is all too familiar with COVID-19, but do you understand how it actually affects your body? I made this poster to try to summarize the main events that occur following infection. I hope you learn something! 
#sciart #scicomm #coronavirus #covid19 https://t.co/j3Kr47pNY1"
